f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,protected
0.0,0.0927,0.0816,0.0923,-0.0514,-0.0477,0.1212,-0.0609,-0.0709,0.0955,0.0853,-0.069,-0.0637,0.0884,0.1208,-0.0493
-0.5049,-0.3931,-0.3932,0.3319,-0.3713,-0.3879,-0.4075,-0.3899,0.3659,0.3231,0.355,0.3455,0.3454,0.3631,0.3395,-0.3673
-0.4969,0.3866,0.4004,-0.4252,0.3984,0.3738,-0.4229,-0.4134,-0.4483,0.3885,-0.4655,-0.4221,-0.4468,0.3984,-0.455,-0.4189
-0.4955,-0.4708,0.4593,0.4462,0.4425,0.4513,-0.4575,-0.487,-0.4881,0.4293,0.4569,-0.4868,-0.4631,-0.4482,-0.4686,0.4447
0.0,-0.0346,-0.0348,-0.0304,0.0866,-0.031,-0.0398,-0.0425,-0.0405,0.0587,-0.0496,0.0788,-0.0263,0.0591,0.0636,0.069
0.0,0.039,0.0566,0.0348,-0.0069,-0.01,-0.0273,-0.0334,0.0324,0.0488,0.0479,0.0411,-0.0239,0.0463,-0.0216,-0.02
-0.4928,0.3908,0.4115,-0.4216,-0.4307,0.3899,-0.4179,-0.4582,0.4108,-0.4377,0.3755,-0.4374,-0.4179,0.4055,-0.4493,0.3722
0.0,0.0976,-0.0792,-0.07,0.0941,-0.0728,0.0805,-0.0487,0.0823,0.0963,-0.0663,0.0926,0.101,0.1531,0.0947,0.1039
0.0,0.1007,-0.0399,0.0683,0.0682,0.0883,0.0746,0.1004,-0.042,0.0758,0.0775,0.0927,0.0757,0.0697,0.0879,-0.0343
0.0,-0.0568,-0.0412,-0.0552,-0.0513,0.0616,-0.0216,-0.0511,-0.0278,0.0723,0.0633,0.1017,0.069,0.0852,0.0603,0.0694
0.0,-0.0074,-0.0278,0.0323,-0.0026,0.0388,0.0467,-0.0287,0.0356,-0.0255,-0.0216,0.0334,0.0317,0.0434,-0.0039,0.0355
0.0,0.0437,0.0449,0.0307,-0.0083,0.0342,0.0394,-0.0247,0.0378,-0.0082,-0.0177,-0.0149,-0.0197,-0.0173,0.0366,-0.0196
0.0,-0.0085,-0.0116,0.0206,-0.0149,0.0209,-0.0022,0.0188,-0.0126,0.0314,-0.0007,-0.0114,-0.0176,0.0271,0.0198,0.0177
-0.5044,0.4208,-0.432,-0.4515,-0.4473,-0.4365,-0.4377,-0.4481,0.4133,0.4307,-0.447,-0.4341,0.3884,0.4112,-0.4906,-0.4314
-0.4997,-0.4654,-0.4841,0.4324,-0.4711,-0.451,-0.4602,-0.4614,0.4484,0.4561,-0.4846,-0.4813,0.4498,-0.4515,-0.4594,0.4279
-0.5083,-0.4902,-0.4986,0.4826,0.4828,-0.5007,0.4735,0.481,-0.4897,-0.4875,-0.4931,0.4793,0.4843,-0.4993,-0.5059,-0.4955
0.0,-0.0426,-0.0423,0.0719,0.0554,0.078,0.061,-0.0116,-0.0415,-0.0263,0.0528,0.052,-0.0359,-0.0436,-0.0232,-0.0308
0.0,-0.0523,0.0696,-0.0208,-0.0477,0.0755,0.0536,0.0837,-0.0186,-0.0433,-0.0493,0.0617,0.0602,-0.0295,-0.0435,-0.032
-0.5042,-0.4306,-0.4507,0.39,-0.4199,-0.4089,0.3841,-0.4366,-0.409,0.398,-0.4188,-0.4188,0.3872,0.369,-0.4166,-0.4237
0.0,-0.0218,-0.0391,0.0556,0.0545,0.0565,0.0946,0.0828,-0.0472,0.0552,-0.0426,-0.0219,0.0611,-0.0512,0.0563,0.0523
0.0,0.1114,-0.0864,-0.0616,0.0996,0.1138,-0.0683,-0.0577,-0.0814,-0.0806,0.0954,0.0913,-0.0437,-0.0757,0.1246,0.1375
0.0,0.0908,-0.063,-0.0261,0.0937,0.1118,0.0983,0.0915,0.0899,-0.0802,-0.0723,-0.0721,0.0916,-0.0664,0.102,0.1409
0.0,0.1625,0.1632,0.1862,0.1542,0.1804,-0.1072,0.1712,-0.1221,-0.133,0.157,-0.1341,-0.1152,0.141,-0.0948,0.1579
0.0,0.0536,-0.048,0.0534,-0.0354,-0.0337,-0.0002,-0.0345,-0.0374,0.066,-0.0475,0.0574,0.0763,0.0552,0.0541,0.0681
0.0,0.035,-0.0192,-0.0182,0.0277,0.05,-0.0292,0.038,-0.0276,0.0454,-0.0155,-0.0157,0.0413,0.035,-0.024,0.0593
0.0,0.0868,-0.059,-0.0723,-0.0378,0.1213,0.1318,0.091,0.1065,-0.0522,0.1084,-0.0723,0.0918,-0.0763,-0.0727,0.0889
0.0,-0.0686,0.0911,-0.0738,-0.0636,0.0895,-0.0834,0.1158,0.1514,-0.0624,0.1064,-0.0736,0.1036,0.1089,0.0954,0.1027
0.0,0.0369,-0.0116,0.0375,-0.0174,-0.0136,-0.0249,-0.0114,0.0494,-0.0257,-0.0208,-0.014,0.0496,0.0343,-0.0206,-0.0164
0.0,-0.0333,0.0442,-0.0337,-0.0084,-0.0205,-0.0319,0.0555,-0.0317,0.0454,-0.0233,0.0492,0.0362,-0.0125,0.0629,0.0469
0.0,-0.0039,-0.0108,-0.0126,0.0328,0.0401,-0.0118,0.0307,0.044,0.044,-0.0316,0.042,0.0414,0.033,-0.0213,0.034
0.0,-0.068,-0.057,0.1111,0.0754,-0.0481,-0.0707,0.077,0.0795,-0.0487,0.1156,-0.0377,0.1109,0.0913,-0.0682,-0.0726
0.0,-0.0585,0.085,-0.0503,0.1303,-0.0671,-0.0734,-0.0735,0.1041,0.0988,0.0875,-0.0803,0.0984,-0.0341,0.0908,0.0884
0.0,-0.0055,-0.0066,0.0366,-0.0172,-0.0042,0.0206,0.019,0.0258,0.0213,-0.0064,-0.0155,0.0248,-0.0169,0.0243,-0.0141
0.0,0.0495,0.0498,0.0498,0.077,-0.0445,0.0462,0.0474,-0.0341,-0.0041,-0.0278,-0.0321,-0.026,-0.0367,0.0683,0.0486
0.0,-0.0135,-0.0045,-0.0059,0.0173,-0.0134,0.0208,0.0363,-0.0117,0.0281,0.0292,0.0283,-0.0152,-0.0086,-0.0172,-0.0098
0.0,-0.0086,-0.018,-0.0132,0.0358,-0.0108,-0.0142,-0.0156,-0.0089,0.0257,0.041,-0.0206,0.0267,0.0305,0.0309,-0.0101
0.0,0.0612,0.0561,-0.0415,-0.0349,0.0625,-0.0254,0.0748,0.0524,0.0898,-0.0463,-0.0377,-0.0297,0.0514,-0.0209,0.0586
0.0,-0.1055,-0.095,-0.0768,-0.1014,0.1412,0.1564,0.1552,0.1587,-0.1065,-0.08,0.1186,0.1088,-0.093,-0.0971,-0.1057
0.0,0.0943,-0.0801,-0.0832,-0.03,-0.0807,0.0881,0.1403,0.1039,0.0888,-0.063,-0.0781,0.1021,0.0977,-0.0542,-0.0641
0.0,-0.0315,-0.0066,0.0515,-0.0265,0.0483,0.0445,-0.0259,0.0709,-0.0338,0.0613,0.0486,-0.0236,0.0441,-0.038,-0.0252
0.0,-0.0113,0.0203,0.0295,0.0261,0.0215,0.0153,0.0245,0.0165,-0.0133,0.0172,-0.0057,0.0276,-0.0145,-0.0129,-0.001
0.0,-0.0489,-0.0512,0.0697,0.0755,0.0787,-0.0605,-0.053,0.1087,0.0658,-0.023,-0.0555,0.0591,0.0632,0.091,0.0572
0.0,0.0339,0.0515,0.0485,0.0393,-0.0277,-0.0211,0.0369,-0.0226,0.0456,0.0295,0.0558,-0.0137,0.0343,-0.0215,-0.0219
0.0,0.0,0.0056,0.0082,0.0047,0.0,-0.0043,-0.0034,0.0,0.0097,-0.0007,0.0063,0.0058,0.0064,0.0056,0.0049
-0.5007,0.4158,-0.4563,-0.4918,-0.459,0.4215,0.4152,0.4252,0.4255,-0.4263,0.4149,0.4089,0.4286,0.4038,-0.4468,-0.431
0.0,0.0342,-0.0225,-0.0205,-0.0109,0.0361,0.0383,0.0438,-0.0313,-0.0301,0.0576,-0.0097,-0.0182,-0.0243,-0.0187,0.0454
0.0,-0.0326,0.0665,-0.0384,0.0719,-0.0458,-0.0409,-0.0255,-0.0095,0.0468,0.0508,-0.0423,0.0482,-0.0276,0.0501,0.0757
0.0,0.0675,-0.0514,0.0737,0.0846,0.0913,-0.0314,0.0862,0.0643,0.0691,-0.0242,0.0807,-0.0526,-0.059,0.0858,-0.0375
0.0,-0.144,0.1519,0.1549,0.2199,-0.1244,0.1616,-0.1321,0.1776,0.1763,0.1496,0.1709,-0.1399,0.1541,0.1573,-0.0979
0.0,-0.0138,-0.0002,0.0192,0.0163,-0.0051,0.0231,0.0233,0.0148,-0.0132,0.0154,-0.0068,-0.0017,-0.0052,0.015,0.0192
-0.4924,-0.4717,0.4017,-0.4426,0.3996,0.4144,-0.4619,0.3839,0.4095,-0.4234,-0.4563,-0.4459,-0.4321,0.4029,0.4239,0.4268
0.0,-0.0391,-0.0307,-0.0168,0.058,-0.0348,-0.0208,0.0412,-0.0146,0.0711,0.0392,0.0429,0.0544,-0.0292,-0.0388,-0.0214
0.0,-0.0239,-0.0393,-0.0333,0.0547,-0.0355,-0.0242,-0.0395,0.0843,0.0717,0.0473,-0.0429,-0.0331,-0.0345,-0.0327,0.0633
0.0,0.1128,-0.0316,0.0839,-0.0611,-0.0767,-0.0473,0.0894,-0.0698,-0.0528,0.0814,0.0977,-0.0543,-0.0785,0.1026,0.1168
0.0,0.0891,-0.0585,0.0831,0.094,0.0929,0.0817,-0.0416,-0.0651,-0.0178,-0.0571,0.0835,-0.0316,-0.0607,0.0756,-0.0576
0.0,-0.0278,-0.034,-0.0372,0.051,-0.0025,0.0608,-0.0357,0.0464,0.0638,0.0622,0.051,0.0616,-0.0335,-0.0435,-0.0239
0.0,0.079,0.1196,-0.0425,-0.0635,-0.0711,-0.0722,0.0803,0.0899,0.0854,-0.0546,0.0775,-0.0539,0.1235,-0.0464,0.0762
0.0,0.0544,-0.0412,-0.0313,0.0682,0.0998,0.0692,0.0575,-0.0313,0.067,0.0586,-0.0469,-0.036,-0.025,0.0524,0.0552
0.0,-0.004,-0.0214,0.0288,0.043,0.0365,0.0405,0.0435,0.027,0.032,0.0382,0.0325,-0.0164,0.0308,0.0275,-0.0087
0.0,-0.0367,0.0406,0.0606,0.0492,-0.0144,0.0458,-0.0238,-0.0231,0.0601,0.0512,-0.0357,-0.0241,0.0502,-0.0116,0.0649
0.0,-0.0649,0.1073,-0.0186,-0.0783,-0.033,0.0865,0.097,0.0863,0.0765,-0.0773,0.0837,0.0795,0.1004,-0.0745,0.1002
0.0,-0.067,0.1059,0.0926,0.0875,-0.0811,0.0961,0.09,-0.0485,0.1026,0.0844,-0.0629,-0.0278,0.0927,0.1096,0.1179
-0.4927,-0.5041,0.4626,-0.4606,-0.4821,-0.479,-0.4707,0.4609,-0.4916,-0.4834,0.4695,0.4499,0.4484,-0.4661,0.4483,-0.4723
-0.5025,-0.4407,-0.44,-0.4254,-0.4281,-0.4625,0.4002,-0.4188,-0.4693,-0.4318,-0.4533,-0.4389,0.4135,0.4024,-0.4227,0.3925
0.0,-0.043,0.0818,0.0584,0.0631,-0.0319,-0.0269,0.0558,0.0634,-0.0361,-0.0292,-0.0356,-0.0415,0.0882,0.0553,-0.0303
