protected,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,accuracy,c
0.1395,-0.244,0.1727,-0.184,-0.2147,0.1397,-0.1816,0.1711,0.1682,-0.1886,-0.2382,0.5476,10
-0.1294,-0.0284,0.077,0.0419,0.1203,-0.1261,0.113,0.0762,-0.1235,-0.1268,0.0975,0.5551,10
0.1025,-0.368,-0.1714,0.15,-0.168,-0.1765,-0.2247,0.1481,-0.1744,-0.1879,-0.1633,0.5529,10
-0.1521,-0.1896,0.1476,0.117,-0.2152,-0.1675,-0.1772,0.0911,-0.1686,0.1467,0.1541,0.5423,10
-0.1218,-0.0664,-0.1106,0.0984,0.0632,0.0869,0.0943,0.0635,0.1082,-0.1294,-0.1568,0.5537,10
0.1769,-0.0756,-0.2043,0.1703,-0.235,0.1803,-0.1877,0.1614,0.1314,0.1833,0.1689,0.5516,10
0.2174,-0.3182,-0.2231,-0.2326,0.1937,-0.2467,-0.2233,0.218,-0.2252,-0.2518,0.21,0.5492,10
0.1488,-0.1809,-0.2121,-0.1703,-0.177,-0.1744,0.1275,0.1466,-0.2041,-0.1622,0.1137,0.5482,10
0.0725,-0.1058,0.0919,-0.1242,-0.1396,0.0966,0.083,0.0656,0.0534,-0.1287,-0.1241,0.5513,10
0.1409,-0.3894,0.1848,0.1866,0.1844,-0.2007,0.1822,-0.2182,-0.2197,-0.1975,-0.2296,0.5427,10
0.1473,-0.2045,0.1362,-0.1874,0.1424,-0.1576,-0.1672,-0.2352,0.1234,0.1521,0.1327,0.5508,10
-0.2161,-0.0135,0.1218,0.1414,0.1134,0.1412,0.1269,0.117,0.133,0.1196,0.1331,0.5543,10
-0.2364,-0.3783,-0.2299,-0.2404,0.2235,0.2099,-0.229,0.2229,-0.2481,-0.2374,-0.2553,0.541,10
-0.222,-0.3003,-0.2015,0.1695,0.1747,-0.2121,-0.2024,0.1494,-0.2255,0.1693,0.1645,0.5476,10
0.1395,-0.0285,-0.1842,0.1497,-0.1816,0.1459,-0.1684,-0.1674,-0.1695,-0.1676,-0.1959,0.5495,10
-0.1802,-0.1413,-0.239,0.1369,0.1462,-0.1858,-0.1766,0.1582,0.1301,0.1494,-0.1739,0.5454,10
0.1687,-0.1528,-0.2151,-0.1867,0.1464,-0.2126,-0.1796,0.1719,-0.1643,0.1477,0.1169,0.5471,10
-0.1283,-0.0838,-0.1405,-0.1116,0.0777,-0.1084,0.0756,0.078,0.0584,0.051,0.0883,0.5484,10
0.16,-0.0489,0.1535,-0.1791,-0.2048,0.1582,-0.1908,0.1467,-0.1911,0.1046,0.1636,0.5549,10
-0.214,-0.0582,-0.2131,-0.2245,0.1752,0.166,-0.2037,0.1657,0.1834,0.1771,-0.1935,0.5441,10
-0.2485,-0.1786,0.2036,0.2061,-0.2098,0.2032,0.2016,0.1676,-0.2247,0.2014,-0.2141,0.5453,10
-0.2024,-0.1667,0.1805,-0.2421,0.1691,-0.2183,-0.1888,-0.2048,-0.1985,-0.1991,0.1496,0.5525,10
0.1685,-0.2598,0.1579,-0.1803,-0.2203,-0.2406,-0.1956,0.1821,-0.2001,-0.1888,0.1613,0.5572,10
-0.2353,-0.1407,0.163,0.1691,-0.2132,-0.2069,-0.2091,0.1677,-0.2043,-0.2282,-0.223,0.5526,10
0.1698,-0.2334,0.1808,-0.2317,-0.1983,-0.2086,0.1809,0.1882,-0.2422,0.1714,-0.199,0.549,10
0.0839,-0.0696,-0.143,0.0678,-0.1077,-0.1085,-0.1425,0.0861,0.1004,0.0527,0.0662,0.552,10
0.0765,-0.3253,0.0827,0.0836,0.0809,0.0703,-0.1462,0.0937,-0.1708,-0.1177,-0.1193,0.5558,10
0.1022,-0.2597,-0.158,-0.1826,-0.1386,-0.1374,0.1108,-0.1446,-0.1349,0.0657,-0.1475,0.5553,10
-0.1312,-0.1389,0.085,-0.1893,0.1222,0.0637,-0.1329,-0.1435,0.1232,-0.1302,0.1224,0.5477,10
0.2224,-0.3693,0.2117,-0.241,-0.215,-0.2417,-0.2422,-0.2361,-0.2492,-0.2449,-0.2411,0.5536,10
-0.1208,-0.0315,0.0671,0.0801,0.0627,0.0868,0.0948,0.1004,-0.1336,-0.1303,-0.1464,0.5522,10
0.193,-0.1339,-0.2184,0.1773,0.183,0.175,-0.2168,-0.2471,0.1796,-0.2215,0.1598,0.5581,10
0.1358,-0.0141,-0.1689,-0.1845,-0.1835,0.1041,-0.1715,-0.1928,-0.1751,-0.1794,0.1541,0.5554,10
0.113,-0.2145,0.1319,-0.1348,0.109,0.1253,-0.1455,0.113,-0.2363,-0.1408,0.1243,0.5529,10
-0.1496,-0.1312,-0.1446,-0.1438,0.1244,0.071,-0.1954,0.1003,0.131,0.1177,-0.1506,0.5572,10
0.1876,-0.155,-0.2171,-0.2436,0.1777,-0.2109,-0.2065,0.1869,-0.2067,0.2027,-0.2411,0.5533,10
0.1623,-0.2318,0.1438,-0.2024,0.1704,0.1788,-0.248,0.1605,-0.1917,-0.182,-0.1815,0.5519,10
0.07,-0.0125,0.0735,-0.12,0.1099,-0.1427,0.1117,0.0879,0.1092,0.0754,-0.1261,0.5552,10
0.1053,-0.1359,0.1281,-0.1806,-0.2139,0.1276,-0.1718,0.1509,-0.1717,0.1475,-0.1839,0.5408,10
0.0916,-0.1749,-0.1732,-0.1867,-0.1664,0.1242,0.1364,-0.1716,0.1006,0.1155,0.123,0.5535,10
0.1635,-0.1325,0.1848,-0.2215,-0.2155,0.1857,-0.1965,-0.2108,0.1915,0.1704,-0.2345,0.555,10
0.138,-0.0758,0.1385,-0.1806,0.1151,-0.1752,0.1366,-0.183,0.0954,-0.1669,0.1283,0.5479,10
0.1711,-0.0072,0.1596,0.1644,0.1668,-0.2176,0.1686,0.1608,0.1521,-0.2108,0.1446,0.5545,10
-0.1944,-0.0665,0.1367,-0.1683,-0.1932,-0.1884,0.1646,0.1531,0.1106,-0.1785,0.1225,0.5473,10
0.1304,-0.1465,-0.218,-0.1785,-0.1789,-0.1832,0.1703,0.1741,0.1703,0.1296,-0.2224,0.5425,10
0.2084,-0.0691,-0.2381,0.2191,-0.2418,0.2239,-0.2388,-0.2402,0.2119,-0.24,0.2159,0.5501,10
0.1557,-0.2535,-0.2009,0.1705,-0.2288,0.1723,-0.2285,0.1736,0.1691,0.174,-0.2112,0.5515,10
-0.2271,-0.2049,-0.2161,0.1818,0.1656,-0.2056,0.184,0.143,0.1722,-0.1881,-0.2023,0.5445,10
