f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,protected
0.0,0.0354,-0.088,0.0389,0.0485,-0.0657,-0.0596,-0.0609,-0.0759,0.0385,0.0254,-0.064,-0.0615,-0.1025,-0.0721,-0.0835
0.0,-0.1377,0.053,0.0627,0.0757,0.0641,0.0754,-0.1017,0.0506,-0.1081,-0.1115,0.0852,-0.0908,-0.0864,-0.1191,0.0762
0.0,-0.0908,0.0412,-0.0827,-0.0785,-0.0692,0.0533,0.0482,-0.0851,0.0582,0.0371,-0.0787,0.0478,0.0382,0.0345,0.0298
0.0,0.0502,-0.0723,-0.0662,0.01,0.0511,-0.0787,0.0535,-0.06,0.052,0.0613,0.0068,-0.0586,-0.0639,0.0473,-0.0673
0.0,0.1002,-0.1382,0.0944,-0.1387,-0.1659,-0.1253,0.0867,-0.117,0.0796,-0.1309,0.1085,0.104,-0.1316,0.1026,0.0627
0.0,-0.0509,-0.0854,0.043,0.0293,-0.0685,0.028,-0.0494,-0.0766,-0.054,0.0427,-0.0748,0.023,0.0411,0.0289,0.0412
0.0,-0.1121,-0.0974,-0.0943,0.0732,0.0608,0.0653,0.0481,-0.1162,0.0649,-0.0964,-0.1214,-0.0982,0.0742,0.0542,0.0557
0.0,0.0356,0.0397,-0.0587,-0.0437,0.0259,0.022,-0.0549,-0.049,0.0312,0.0241,-0.039,0.0271,-0.0437,0.0013,-0.0581
0.0,0.1608,-0.1956,-0.1831,-0.1915,0.1565,-0.1702,0.1518,-0.1854,0.1495,-0.2166,-0.1769,-0.2157,-0.1758,0.1391,-0.1968
0.0,0.0651,-0.0844,0.0724,-0.1063,-0.0827,0.0232,-0.0765,0.0677,0.0726,0.0252,-0.0867,-0.085,0.078,-0.0766,-0.1115
0.5024,0.3855,-0.3606,0.407,0.3925,0.3955,-0.362,0.386,-0.3313,-0.3366,-0.3399,-0.3563,0.4028,-0.3528,0.4113,-0.3576
0.0,-0.0617,0.028,-0.0783,-0.0684,0.0219,0.0583,0.0533,-0.0761,0.0322,0.0522,0.0541,-0.0782,0.053,-0.0857,-0.0939
0.0,-0.1089,0.0809,-0.1208,-0.139,0.1001,0.1027,0.1011,0.1069,-0.1204,-0.166,0.0687,0.1128,-0.1149,0.0929,-0.1646
0.5011,-0.4107,-0.4186,0.4706,-0.41,-0.394,0.4294,0.4253,-0.3672,0.4534,-0.4162,0.4297,0.4248,0.4402,-0.4124,0.4277
0.0,0.107,0.0909,-0.1195,0.0817,-0.1351,-0.1488,-0.123,-0.1298,-0.1468,0.0861,0.0819,-0.1173,-0.148,0.0647,-0.12
0.5041,0.4566,-0.4478,0.4638,0.4793,0.4653,0.4489,0.4743,-0.437,0.4851,0.4541,-0.4415,0.4544,0.4633,0.4598,0.4827
0.494,0.4112,0.4329,-0.3894,-0.3803,0.4117,0.44,0.4323,0.4091,0.4316,0.4385,0.4236,0.4326,-0.354,0.4181,0.4254
0.0,0.1191,0.1082,-0.1435,-0.168,0.1275,0.0839,-0.135,-0.1225,-0.1325,-0.1569,0.1133,0.0842,0.1208,-0.1701,-0.1505
0.5006,0.3701,0.3603,0.3388,0.326,-0.3221,0.3636,-0.3038,-0.3231,-0.2957,-0.3131,-0.322,0.3846,-0.3352,-0.3184,-0.316
0.4985,0.4309,0.442,0.4354,-0.3904,0.4278,-0.395,-0.4215,0.4693,0.435,-0.4131,-0.3618,0.4258,-0.4036,0.4177,0.429
0.0,-0.1799,0.1077,-0.1403,0.1131,-0.1513,-0.1557,-0.1519,-0.1477,-0.1557,0.088,0.1154,0.1366,-0.1514,-0.142,-0.1737
0.0,0.0993,0.0539,-0.1204,-0.1321,-0.1422,0.086,0.0838,-0.1205,-0.1103,-0.1162,0.0733,0.0977,-0.1408,-0.1093,0.0851
0.0,-0.1356,-0.1368,0.0925,-0.1499,0.1024,0.0865,0.081,-0.1246,0.0713,0.0938,-0.1046,-0.1426,0.0837,0.0801,-0.1194
0.0,-0.1014,0.058,-0.0673,0.0438,-0.062,-0.0975,-0.0803,0.0543,0.0411,-0.0625,0.0313,-0.059,0.0536,-0.0748,0.0335
0.0,0.0973,-0.1364,-0.1475,0.1064,-0.1422,0.102,0.0867,-0.1174,-0.1211,-0.1105,0.1071,-0.1484,0.0784,0.0931,0.0543
0.0,-0.0775,0.0273,-0.0594,0.0404,-0.0735,0.0445,-0.073,-0.0671,0.0367,0.037,-0.0571,0.0244,-0.0721,0.0293,-0.082
0.0,0.0298,0.0424,-0.0849,0.0628,0.0632,-0.1078,-0.0988,0.0718,-0.0959,-0.0962,-0.0849,0.0813,-0.0926,-0.0868,-0.1196
0.0,0.0511,-0.0875,-0.0873,-0.0975,-0.1185,-0.0764,0.0639,0.044,0.0639,-0.1043,0.0638,0.05,-0.0946,-0.0873,0.0387
0.0,-0.1421,-0.1346,-0.1488,0.0788,-0.1316,-0.1552,0.115,-0.1713,0.0917,-0.1432,0.0923,-0.1342,-0.1282,0.1041,0.1049
0.4966,0.4389,0.4274,0.4223,0.4551,0.4736,0.4274,-0.4165,-0.4084,-0.3995,0.4432,-0.4044,-0.3757,-0.4084,0.4204,0.4238
0.4932,0.4773,0.4854,0.4737,-0.4387,-0.4394,0.4919,-0.4367,0.4607,-0.4533,0.468,-0.428,0.4527,0.451,0.476,-0.4592
0.0,0.0955,-0.1206,-0.1438,0.0948,-0.1184,-0.1632,-0.1171,0.0867,-0.1374,-0.1117,0.0824,-0.1475,0.0693,0.1056,0.1049
0.507,0.4284,0.4267,0.4247,0.4247,0.4507,0.4099,0.4203,0.4343,-0.3622,-0.3834,0.4234,0.4358,0.405,-0.3842,0.4314
0.4938,0.4339,0.452,0.4349,-0.4007,-0.4178,0.4442,-0.405,-0.4296,0.4618,-0.418,-0.4174,0.4829,0.4565,-0.4108,-0.411
0.0,-0.0356,0.0096,-0.0387,-0.0548,0.0299,0.0285,-0.058,0.0108,0.0237,0.0299,-0.0556,0.0323,-0.051,0.0231,0.0265
0.0,-0.0494,-0.0692,-0.0501,0.0324,-0.0594,0.0408,-0.0559,0.0072,0.0249,0.0282,0.028,-0.045,-0.0545,0.0333,0.0356
0.0,0.0656,0.0868,-0.1353,-0.1275,0.1008,0.0869,0.1045,-0.1239,-0.1576,0.1013,0.0936,-0.1094,0.1039,-0.1584,-0.1279
0.0,0.0727,0.0709,0.077,-0.1346,0.0812,-0.1057,-0.1004,0.0736,0.0807,-0.0864,0.0315,-0.0953,0.0435,0.0717,0.0833
0.5005,-0.3498,0.4166,-0.375,-0.3738,0.3907,0.3988,-0.3549,0.3882,0.4039,0.4606,0.4049,-0.3793,0.3897,-0.3821,0.4018
0.0,0.0559,0.0449,0.0357,0.0442,-0.1003,-0.089,-0.0724,-0.1044,0.0589,0.0537,0.0483,0.0337,0.0566,-0.0716,0.0623
0.0,-0.1836,-0.1509,0.125,0.135,-0.1547,0.072,-0.1379,0.1363,-0.1473,-0.1459,-0.1451,-0.1853,0.1344,0.1166,0.121
0.5073,-0.4353,0.4515,0.4614,0.4647,0.4609,0.4758,0.4834,0.4811,0.4561,0.4591,0.4768,-0.44,-0.4564,0.4742,0.4804
0.5038,-0.3668,0.4124,-0.3731,0.4415,0.4088,0.4044,-0.3749,0.4088,0.4145,0.4147,-0.3876,-0.3806,-0.3429,0.4042,0.4249
0.508,-0.3239,0.3726,-0.3302,-0.3021,-0.3041,0.3469,0.3325,0.3661,0.3408,-0.3262,0.3686,-0.302,0.3711,0.3496,0.338
0.0,0.0865,0.0588,-0.1064,-0.128,0.0816,0.0877,-0.1257,0.0866,-0.1304,-0.1087,-0.1305,-0.1228,-0.1588,-0.1067,-0.0967
0.0,0.0661,-0.1327,-0.1313,-0.1113,-0.1215,-0.1197,0.0954,0.0709,-0.1244,0.1067,-0.1339,-0.1675,0.1126,-0.1478,0.1131
0.0,-0.1478,-0.1699,0.0721,-0.1275,-0.126,-0.1597,-0.1599,-0.1279,0.0977,0.1204,-0.1377,0.1122,-0.1271,0.1124,0.0911
0.5045,-0.4518,0.472,0.4522,0.4791,0.4715,0.4988,-0.4245,0.4535,-0.4336,-0.435,-0.4392,0.4385,-0.4324,0.4522,0.4571
0.0,-0.0573,0.0241,-0.0543,-0.051,0.0415,-0.0451,-0.078,0.0391,-0.0491,0.0292,0.0216,-0.052,-0.0727,0.0337,0.0261
0.4992,-0.4125,0.443,-0.4169,0.435,0.4505,0.4352,0.4533,0.447,0.441,0.4764,-0.4177,-0.4255,0.4841,-0.4148,-0.413
0.0,-0.0913,-0.1106,0.057,0.0775,-0.0982,-0.0945,0.0743,0.0538,0.0337,0.0539,-0.0921,0.0834,0.082,-0.0986,-0.1329
0.0,-0.1455,0.0979,-0.1306,-0.1793,-0.1293,-0.1314,0.1069,-0.1566,-0.1282,0.0924,-0.1248,0.1006,-0.1504,-0.1404,0.1059
0.5073,0.3621,0.3954,-0.3396,0.3645,-0.3288,-0.2896,-0.3352,0.3641,0.3947,-0.3376,0.3665,0.3624,0.3716,0.3494,-0.3346
0.0,0.0296,-0.076,0.0554,-0.1137,0.0624,0.0447,-0.099,-0.066,-0.0919,-0.0744,0.0541,-0.0758,-0.0816,0.0447,0.0642
0.0,-0.1316,-0.1357,0.1003,-0.1282,-0.1444,-0.1938,-0.1328,-0.1173,-0.1331,0.0778,-0.1164,-0.1205,-0.1186,0.1048,0.0857
0.0,-0.0819,0.0378,-0.0802,-0.1032,0.0642,-0.0892,-0.0896,-0.0825,-0.0912,0.0309,0.0494,-0.0806,-0.0752,-0.1093,0.0459
0.0,0.0513,-0.1319,0.0722,-0.0805,0.0716,0.0737,0.0642,0.0467,-0.0847,-0.1021,-0.0818,0.0785,-0.1261,0.0696,0.0614
0.0,-0.0492,0.0409,-0.0541,0.0433,-0.0869,0.0236,-0.0636,0.0389,0.0414,0.0126,0.0336,0.0455,0.0257,-0.0505,-0.0553
0.0,-0.044,0.0048,0.0163,-0.0256,0.0085,-0.0413,-0.0279,-0.0329,0.0153,0.0145,0.0178,-0.0379,-0.0259,-0.0285,-0.0283
0.5004,-0.4633,-0.4619,0.4777,0.4786,0.4826,0.4846,0.4937,0.4968,-0.4624,-0.4509,0.4673,0.4886,0.4727,0.4928,0.4805
0.0,0.0594,-0.0897,0.0772,-0.1006,-0.1072,-0.0915,-0.0985,-0.096,-0.0926,-0.0896,-0.084,-0.1032,-0.0965,-0.0981,0.0048
0.0,0.0901,-0.1224,-0.1004,0.0764,0.0297,-0.1196,0.0781,-0.1173,0.0844,0.0591,-0.1067,0.0884,0.0886,-0.1273,0.0876
0.0,0.0918,0.0624,-0.1113,-0.15,0.0405,-0.1328,-0.1208,0.0961,0.0958,-0.1069,0.0827,0.0757,-0.1051,0.097,-0.1128
0.0,0.1091,0.1136,-0.1806,-0.1281,-0.1724,0.1091,0.1258,-0.1307,-0.1652,0.1231,-0.1598,-0.1427,-0.1461,-0.1436,0.085
0.0,0.057,0.0343,-0.0824,0.061,0.0397,0.0618,0.0214,0.0522,-0.0682,-0.0729,-0.0986,-0.0872,0.0575,-0.0941,-0.0785
0.0,0.0194,0.0239,-0.0431,-0.041,-0.0363,0.0171,-0.0608,-0.0538,0.0278,0.0088,0.0258,0.0251,-0.0327,-0.0386,0.0271
0.4976,0.4316,-0.3743,0.4314,0.417,0.3995,0.4316,-0.3653,-0.366,-0.3699,0.4011,-0.355,-0.3662,0.4178,-0.3989,0.4011
0.5026,-0.4063,0.4157,0.4262,-0.3803,-0.3945,0.4152,-0.3905,0.4277,0.4274,0.4273,0.4439,-0.4052,0.4136,-0.3511,0.4442
0.5035,0.4694,0.4764,-0.464,-0.455,-0.4502,0.4995,0.4608,-0.4442,0.4711,0.4915,-0.4534,0.4754,0.4614,0.4688,0.4657
0.508,0.4362,0.4566,0.4617,0.4165,-0.3701,0.4224,-0.4118,-0.4135,-0.4175,0.4329,-0.4032,-0.4104,0.4252,-0.3927,-0.3696
0.0,-0.1107,0.0878,-0.0863,0.0799,0.0557,-0.1163,-0.0963,-0.0915,-0.1358,-0.1114,0.0625,-0.1301,-0.0987,-0.095,0.0573
0.0,-0.0624,0.0437,0.0141,-0.0603,-0.0548,0.0484,-0.068,-0.0588,0.0367,-0.0645,0.0358,-0.0655,-0.0982,0.0412,-0.0641
0.0,-0.1069,-0.1044,0.0711,-0.0932,0.0569,-0.0946,-0.0763,-0.0879,-0.0715,0.0252,0.0511,-0.0759,0.0426,0.0569,0.0618
0.507,0.3736,0.3688,-0.3358,0.3657,-0.32,0.3627,-0.2658,-0.3451,-0.3385,0.3764,0.3593,-0.3429,0.3608,0.3703,-0.3472
0.0,0.0932,-0.1409,-0.1378,0.1133,-0.1234,-0.1537,0.1179,-0.1814,-0.1448,0.0872,0.0887,-0.1452,0.106,0.1054,-0.1228
0.0,0.0958,-0.105,-0.1339,0.0956,0.0648,0.0861,-0.105,-0.0983,-0.1676,-0.0981,0.0865,0.0782,0.0605,-0.1113,-0.1046
0.4983,0.4041,-0.3593,0.3756,0.4487,-0.3782,-0.3777,-0.3751,-0.3705,0.4107,-0.3522,-0.3509,0.3825,-0.3465,0.4017,-0.3756
0.0,-0.0707,-0.065,0.0402,0.0472,-0.0633,-0.0845,0.005,0.054,0.0294,-0.0674,-0.0737,-0.0684,-0.078,-0.0592,0.0499
0.4941,0.4189,0.4233,0.4213,-0.4202,-0.396,0.4463,0.4433,0.434,-0.4028,-0.381,0.4325,0.4661,0.4298,0.4589,0.4323
0.5091,0.4242,-0.3947,-0.4172,0.4479,0.4602,-0.3911,0.4328,-0.4055,-0.4156,-0.4036,0.4409,0.4343,0.4491,-0.3889,0.4316
0.5079,0.4303,-0.4032,0.4348,-0.417,-0.4053,-0.4051,0.45,0.4747,-0.3947,-0.3977,0.4294,-0.415,0.459,-0.4101,0.4274
0.0,0.0412,-0.1078,0.0623,-0.0911,0.0629,-0.0868,-0.0893,-0.0977,0.0484,0.0395,-0.0909,-0.0859,0.0586,0.0454,0.0534
0.0,-0.1713,0.1326,-0.1487,0.0857,-0.1994,-0.1418,0.1369,0.1247,-0.1368,-0.1381,-0.1646,0.117,0.1313,-0.1543,-0.1817
0.0,-0.1338,-0.1137,0.0832,-0.1156,0.063,0.08,-0.1157,-0.1678,-0.1137,0.1036,0.1057,-0.1259,0.0973,0.1076,-0.1506
0.0,-0.1356,-0.1217,-0.1496,0.0909,-0.1438,0.0845,-0.1159,0.1053,-0.1292,0.1005,-0.1532,-0.1416,0.1046,0.0704,0.086
0.0,0.0445,-0.0759,0.043,-0.0601,0.0398,-0.0724,0.0155,-0.0676,-0.0621,-0.101,0.0489,-0.0801,0.0495,0.0532,-0.0666
0.5009,0.4988,0.4982,0.4848,-0.4811,0.4826,-0.4742,0.4961,0.4864,-0.4687,0.4884,-0.4789,0.4947,-0.4693,0.4835,-0.4723
0.0,-0.1541,-0.1092,0.0974,-0.1127,0.0676,-0.1197,0.1015,-0.1368,-0.1335,-0.1102,-0.1346,0.0531,0.0787,0.0929,0.0963
