f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,protected
0.0,0.1004,0.1091,-0.0756,0.0774,-0.0604,0.118,-0.0602,-0.0309,0.0851,0.1103,0.0861,0.093,0.082,0.108,-0.0742
0.0,0.0969,-0.0918,-0.0725,-0.0925,0.1212,-0.0643,0.1061,-0.0836,-0.0713,0.1291,0.1012,0.1127,0.1541,-0.0808,-0.0638
0.0,-0.0673,0.1047,0.0936,0.1034,-0.045,0.0797,-0.0342,0.0771,0.1055,-0.0676,-0.0708,-0.026,-0.057,0.0805,-0.0689
0.0,0.0748,0.0664,-0.0615,0.0872,0.0708,-0.032,-0.0461,0.107,-0.0499,-0.0555,-0.0188,-0.0566,0.0896,-0.0588,-0.0606
-0.5037,-0.3989,-0.379,-0.4273,-0.3829,0.3193,-0.3927,-0.4134,0.3586,0.3505,0.3427,-0.3939,0.3722,0.3765,0.3687,-0.3788
-0.4982,0.3928,-0.4126,-0.4351,0.3784,0.3413,-0.4236,-0.4268,-0.4183,0.3808,0.3842,0.3858,0.3814,0.3972,-0.4375,-0.4224
-0.5002,0.3826,-0.43,0.3646,0.3737,-0.3915,0.3962,-0.3943,-0.4297,0.3557,-0.4342,0.3719,-0.4064,-0.4355,-0.4252,0.3589
-0.5042,0.2826,-0.3494,-0.3267,-0.3279,-0.3381,0.3178,-0.3347,-0.3347,-0.3569,-0.3521,0.2977,0.2854,-0.3514,0.3002,-0.3372
-0.4959,-0.3676,0.3216,0.3179,-0.3825,-0.4051,-0.3705,-0.3893,0.3633,-0.4026,0.3684,-0.4274,0.3572,0.3594,0.36,0.3606
-0.5009,-0.434,0.3487,0.3666,0.3798,-0.4337,-0.4033,-0.4257,-0.4051,-0.428,-0.4111,-0.3999,-0.4328,0.3908,0.3858,0.3902
0.0,0.1886,0.1616,-0.09,0.135,0.1335,-0.0995,-0.1225,-0.0851,0.1423,0.1403,0.1274,-0.1059,0.1447,0.1359,-0.124
0.0,-0.101,-0.1087,0.1376,0.1204,-0.0952,-0.1062,0.1901,-0.0817,0.1166,-0.1036,0.1239,0.1396,-0.1114,-0.0739,-0.1003
-0.5012,-0.4457,0.4138,0.4128,-0.4374,-0.4376,-0.4472,-0.4422,-0.4411,0.4172,-0.4547,-0.4407,-0.4616,0.4237,-0.4973,-0.432
0.0,0.086,0.0973,0.0831,0.0997,0.0835,-0.0501,0.0897,-0.0731,-0.0637,0.1223,-0.043,-0.0359,-0.0535,-0.0718,0.0905
0.0,0.1426,0.1466,0.1528,0.1471,-0.1114,0.1598,-0.0941,-0.097,-0.0751,-0.1117,-0.1107,-0.1182,0.1398,0.1589,-0.0898
0.0,0.0851,0.0865,-0.0448,-0.0692,-0.0327,-0.0583,0.1153,0.1011,0.086,-0.0606,-0.0762,0.0974,-0.0535,-0.0701,0.1096
0.0,-0.0225,0.0788,-0.044,0.1001,0.0806,-0.0549,-0.0521,-0.0402,0.0727,0.0624,-0.0545,-0.0434,0.0534,-0.0478,-0.0297
0.0,-0.1088,0.1661,0.1713,0.1402,-0.1152,0.1825,0.1473,-0.0827,0.1377,0.1423,-0.1236,-0.1263,-0.1081,0.159,-0.1235
-0.5046,-0.4178,0.3697,-0.4426,0.4177,-0.4573,-0.4353,-0.4223,-0.4389,0.4054,0.387,-0.4536,0.3806,0.4157,-0.4187,-0.4176
0.0,0.1914,0.1659,0.1602,-0.1208,0.1921,0.195,-0.1504,0.1843,-0.142,0.1812,0.2086,-0.1372,0.1754,-0.1402,0.1671
0.0,0.1238,-0.0901,0.1246,0.1541,0.1865,-0.0934,0.1156,0.1443,0.1349,-0.0879,-0.1023,-0.1002,0.1333,-0.1116,0.1225
0.0,-0.018,-0.0137,-0.0344,-0.0344,0.0452,0.0525,0.0477,-0.0146,-0.0318,-0.0363,-0.0254,-0.0238,0.0613,0.0593,0.0422
0.0,-0.0999,-0.0918,0.1064,-0.0904,-0.0846,-0.0875,-0.0776,-0.0704,-0.0938,0.1219,0.1208,-0.0663,0.1735,-0.091,0.1204
0.0,-0.01,-0.0184,0.0318,0.0342,-0.0093,-0.0097,0.0446,-0.0164,-0.0177,0.0371,0.0428,-0.0267,0.0314,-0.0184,-0.0133
-0.5066,0.3647,0.3846,-0.4025,-0.4103,0.3971,-0.424,-0.4128,0.4016,-0.4227,-0.4105,-0.4454,0.3932,-0.4718,0.3945,-0.4113
-0.4981,0.4038,0.4082,-0.4294,-0.4566,-0.4377,0.4164,0.3731,-0.42,0.4014,-0.4337,-0.4461,-0.443,0.3844,-0.45,-0.4321
0.0,0.0611,-0.0301,-0.046,-0.0504,-0.0507,-0.0499,0.0548,-0.0376,0.0545,-0.0144,0.0512,0.0626,0.0904,-0.0256,0.077
-0.5008,-0.3997,-0.4292,-0.439,0.411,0.3935,-0.4134,0.3928,0.4063,-0.4081,-0.4226,0.4006,0.4045,0.389,0.4095,-0.5005
0.0,-0.117,0.1659,0.137,-0.0814,0.1405,-0.1126,0.1641,0.1531,0.1736,0.1584,0.1351,-0.0887,-0.1295,0.1369,0.1443
0.0,0.1079,0.0783,0.0736,0.097,0.0847,0.0744,-0.0358,-0.0432,0.07,0.0792,-0.0557,-0.0425,-0.0547,-0.05,0.0924
0.0,-0.0719,0.0754,-0.0707,-0.0744,-0.0676,0.0873,0.091,-0.0703,-0.07,0.0899,0.1487,-0.0573,-0.0491,-0.0518,-0.0552
0.0,-0.0385,-0.0419,0.0581,-0.0474,-0.0279,-0.0335,0.0829,0.0582,0.0634,0.0644,0.0783,-0.0443,0.0768,-0.0481,-0.0178
0.0,0.114,-0.0716,-0.0846,0.1047,-0.0693,-0.0834,0.17,-0.0824,0.1215,0.1075,0.1242,0.1045,0.1041,-0.0891,-0.0909
0.0,-0.132,0.1735,0.1605,-0.1244,-0.1542,0.1816,-0.1267,0.1897,0.1957,0.1643,-0.1571,-0.1454,-0.1615,-0.1342,0.2067
0.0,0.0893,0.0589,-0.0598,0.0725,0.0724,0.0682,0.0622,-0.0469,0.0665,0.0863,-0.0035,0.0711,-0.0419,-0.0602,0.0908
-0.5013,-0.4381,0.3918,-0.4269,-0.4592,-0.4439,0.398,0.3906,0.3701,-0.4121,0.3933,0.3852,-0.4211,-0.4374,0.3934,0.375
0.0,0.1091,-0.0692,0.1019,0.1034,0.115,-0.0669,-0.0958,0.1055,-0.075,-0.0838,0.1017,0.1806,0.1033,-0.091,-0.0954
0.0,0.1251,0.1282,0.1564,0.1311,-0.0844,0.1306,-0.1072,-0.1089,-0.106,-0.105,-0.1052,0.198,0.1419,0.1255,0.1368
0.0,0.1017,-0.0695,-0.0806,0.1027,-0.0901,0.1022,-0.0863,-0.08,0.1216,0.1075,-0.0822,0.1446,0.1009,-0.0285,0.092
0.0,0.0197,-0.0147,-0.0183,0.0334,-0.0154,-0.0092,0.0221,0.0219,0.0229,-0.0144,-0.0083,0.0248,-0.0068,-0.0014,0.0359
0.0,0.1047,-0.0747,0.0884,0.1198,-0.0525,0.086,0.1022,-0.0763,-0.0413,-0.0537,-0.0809,-0.0474,0.1084,-0.066,-0.0654
0.0,0.1194,0.1481,0.0954,-0.0762,-0.0699,0.0966,0.099,-0.0636,-0.0792,-0.0578,0.1096,-0.0679,-0.068,0.1014,0.0991
0.0,0.1053,0.1272,-0.0761,-0.0906,-0.0729,0.1084,-0.0853,0.1193,-0.0308,0.1053,-0.0625,0.1088,0.1008,-0.0858,0.1227
-0.4986,0.4473,-0.4776,0.4682,0.4574,-0.481,-0.4639,0.4642,-0.48,-0.4661,-0.487,-0.4739,-0.4988,-0.4888,-0.4837,0.4668
0.0,-0.0907,0.1124,-0.0843,-0.0894,0.1129,-0.0601,-0.0676,0.1059,-0.0574,-0.0906,0.1386,0.1469,0.092,-0.0876,0.1057
0.0,-0.0694,-0.0718,0.1402,0.1235,-0.0982,-0.1104,0.1181,-0.0885,0.1208,-0.105,0.1538,0.1429,-0.0949,0.1369,0.1398
0.0,0.1233,0.1399,-0.0946,0.1214,-0.0683,-0.0902,-0.0922,0.1056,-0.0606,-0.0819,-0.0831,0.1301,-0.0646,-0.0969,0.1284
-0.5024,0.403,-0.4456,-0.4615,0.4248,-0.4394,-0.4684,0.3871,0.413,-0.4444,-0.4412,-0.4559,-0.4358,-0.4419,-0.4751,0.4269
